Customer ID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract,Total Spend,Last Interaction,Churn
2359,43,Male,55,19,6,10,Basic,Quarterly,4189,10,1
2360,57,Female,35,29,6,26,Basic,Annual,1342,16,1
2361,52,Female,57,2,10,26,Premium,Annual,1400,29,1
2362,23,Male,9,22,2,27,Basic,Quarterly,702,7,0
2363,58,Female,2,28,5,21,Standard,Quarterly,341,15,1
2364,62,Male,1,4,6,10,Standard,Annual,711,7,1
2365,53,Female,50,1,8,14,Basic,Monthly,3470,17,1
2366,32,Female,36,8,1,19,Standard,Quarterly,1647,9,1
2367,53,Female,11,17,10,12,Standard,Quarterly,736,27,1
2368,21,Female,18,10,8,30,Basic,Monthly,4675,3,1
2369,19,Female,41,22,5,19,Premium,Monthly,4024,27,1
2370,38,Female,16,26,7,19,Premium,Quarterly,3388,22,0
2371,38,Male,47,6,5,25,Standard,Monthly,2438,29,1
2372,48,Female,8,30,7,6,Basic,Annual,279,18,1
2373,54,Male,12,29,5,4,Standard,Annual,3221,14,0
2374,57,Female,28,13,1,29,Basic,Annual,2612,14,0
2375,60,Male,10,26,1,0,Premium,Quarterly,604,9,0
2376,59,Male,56,12,9,10,Standard,Monthly,3253,17,1
2377,41,Male,5,19,2,14,Basic,Annual,774,14,0
2378,19,Female,25,19,10,28,Standard,Monthly,1685,29,1
2379,18,Female,1,10,3,9,Standard,Annual,128,9,0
2380,30,Male,56,21,6,12,Premium,Monthly,3244,20,0
2381,31,Female,38,24,2,11,Premium,Quarterly,2129,8,0
2382,26,Female,7,6,1,17,Standard,Monthly,148,26,0
2383,40,Male,60,23,2,24,Basic,Monthly,4748,12,0
2384,30,Male,1,2,1,27,Standard,Annual,236,24,0
2385,62,Female,26,16,0,6,Basic,Quarterly,4817,11,0
2386,53,Female,35,21,0,28,Premium,Quarterly,2872,7,0
2387,53,Male,12,14,10,4,Premium,Quarterly,3227,1,1
2388,35,Female,27,14,3,7,Premium,Annual,1457,28,0
2389,51,Male,7,30,7,24,Premium,Quarterly,782,17,0
2390,30,Female,2,28,6,16,Premium,Quarterly,316,30,1
2391,55,Female,46,11,8,11,Premium,Monthly,3121,14,1
2392,25,Female,48,14,8,6,Basic,Monthly,3932,4,1
2393,48,Female,45,23,10,28,Premium,Quarterly,1483,23,1
2394,52,Male,21,22,7,7,Standard,Quarterly,3227,12,1
2395,42,Male,60,2,6,9,Standard,Quarterly,1175,9,1
2396,50,Male,35,4,0,20,Premium,Monthly,2378,16,1
2397,37,Female,33,13,10,14,Basic,Annual,1029,8,1
2398,28,Male,47,6,6,23,Basic,Monthly,2753,7,1
2399,30,Female,20,2,7,23,Basic,Annual,2117,7,1
2400,33,Female,59,26,0,17,Standard,Monthly,1471,17,1
2401,56,Female,47,15,2,3,Standard,Monthly,4762,8,1
2402,60,Male,59,19,5,5,Basic,Quarterly,2949,19,0
2403,64,Female,19,29,1,15,Premium,Quarterly,1507,22,0
2404,60,Female,32,12,8,30,Standard,Annual,1817,11,1
2405,43,Female,10,24,4,24,Standard,Annual,170,29,1
2406,47,Female,41,4,2,21,Standard,Annual,4728,26,1
2407,28,Male,17,15,1,25,Premium,Monthly,2339,11,1
2408,43,Female,30,30,10,16,Premium,Quarterly,2434,7,1
2409,28,Female,5,10,3,29,Standard,Monthly,873,13,0
2410,64,Male,44,13,1,3,Basic,Quarterly,4705,12,0
2411,60,Female,13,19,0,14,Standard,Annual,1819,14,0
2412,50,Female,44,30,0,13,Basic,Monthly,2034,3,0
2413,45,Male,48,26,10,4,Standard,Monthly,4190,1,1
2414,54,Female,24,21,2,9,Standard,Monthly,2465,2,1
2415,64,Male,59,12,4,2,Standard,Quarterly,1416,13,0
2416,20,Male,15,13,4,18,Standard,Monthly,4713,4,1
2417,63,Female,53,27,10,28,Standard,Monthly,3656,13,1
2418,53,Male,38,15,7,9,Basic,Monthly,4889,15,1
2419,40,Female,39,24,9,30,Basic,Annual,1335,16,1
2420,33,Male,29,21,5,8,Basic,Quarterly,4800,3,0
2421,32,Female,9,30,10,11,Standard,Quarterly,796,4,1
2422,35,Male,5,24,9,23,Basic,Monthly,499,14,0
2423,20,Female,52,19,2,21,Basic,Quarterly,3149,30,0
2424,43,Female,20,23,0,11,Basic,Monthly,1025,14,0
2425,31,Male,16,8,0,13,Standard,Quarterly,2992,6,0
2426,62,Male,8,14,2,29,Basic,Annual,772,4,0
2427,46,Female,23,7,9,13,Premium,Annual,4358,25,1
2428,60,Female,7,16,5,27,Standard,Quarterly,296,30,1
2429,48,Male,47,15,2,3,Standard,Monthly,1376,4,0
2430,25,Male,58,21,2,10,Standard,Monthly,3133,17,0
2431,22,Female,19,3,7,20,Standard,Monthly,4858,16,1
2432,41,Female,36,2,5,28,Basic,Monthly,3333,4,1
2433,27,Male,53,25,0,14,Basic,Monthly,1705,5,0
2434,31,Male,23,8,10,17,Standard,Annual,1789,20,1
2435,43,Female,21,23,1,4,Premium,Quarterly,4682,23,1
2436,57,Male,33,9,2,30,Basic,Monthly,4004,17,1
2437,36,Male,19,19,3,24,Premium,Monthly,2549,11,1
2438,37,Female,41,1,7,2,Basic,Annual,1872,9,1
2439,56,Female,12,21,2,17,Standard,Monthly,2852,6,1
2440,38,Male,8,7,5,28,Premium,Quarterly,662,14,0
2441,55,Male,34,29,9,7,Standard,Annual,1827,26,1
2442,55,Male,45,22,2,7,Standard,Quarterly,1425,5,1
2443,62,Female,3,23,10,5,Basic,Monthly,228,3,1
2444,24,Male,4,28,1,24,Premium,Quarterly,564,12,1
2445,37,Female,9,28,6,0,Basic,Annual,646,1,1
2446,42,Male,43,27,9,12,Standard,Monthly,3571,22,1
2447,24,Male,44,8,9,0,Standard,Quarterly,4173,5,0
2448,35,Female,38,15,10,19,Standard,Monthly,3476,26,1
2449,53,Female,7,7,3,10,Premium,Quarterly,944,13,0
2450,44,Female,21,21,7,7,Basic,Quarterly,4453,2,1
2451,29,Female,48,3,4,18,Standard,Annual,3096,24,1
2452,57,Female,25,19,6,14,Premium,Annual,1289,28,0
2453,38,Female,5,27,6,25,Standard,Monthly,556,4,0
2454,51,Male,14,21,0,27,Basic,Monthly,1301,20,1
2455,35,Male,32,6,5,16,Standard,Quarterly,1117,15,1
2456,31,Male,56,7,4,25,Standard,Monthly,3647,18,1
2457,45,Male,54,9,0,23,Standard,Annual,3410,10,1
2458,30,Female,28,18,8,18,Premium,Monthly,4684,2,1
2459,36,Female,8,5,9,6,Basic,Annual,641,5,0
2460,61,Male,59,26,9,21,Basic,Annual,4064,24,1
2461,46,Male,33,15,7,13,Premium,Quarterly,4348,1,0
2462,36,Male,2,15,9,25,Premium,Annual,626,10,1
2463,27,Female,54,8,2,28,Standard,Quarterly,1429,9,1
2464,23,Male,20,26,9,10,Standard,Monthly,4538,19,0
2465,59,Male,14,20,5,0,Basic,Annual,2795,12,0
2466,32,Female,34,28,6,29,Basic,Monthly,1153,1,1
2467,55,Female,59,22,5,9,Premium,Quarterly,1207,28,1
2468,61,Female,50,13,4,0,Premium,Annual,4487,4,0
2469,46,Female,17,12,3,1,Premium,Monthly,2915,3,1
2470,65,Female,42,22,4,29,Standard,Quarterly,4921,10,1
2471,21,Female,17,12,4,3,Premium,Quarterly,4842,10,0
2472,19,Male,34,29,3,6,Premium,Annual,2442,15,0
2473,56,Female,22,22,10,14,Basic,Annual,2371,22,0
2474,51,Male,60,11,10,4,Premium,Monthly,2721,21,1
2475,58,Female,22,3,4,12,Basic,Annual,2079,13,0
2476,49,Male,42,27,9,2,Basic,Quarterly,2393,10,1
2477,25,Male,47,20,10,9,Premium,Annual,1389,16,0
2478,65,Male,1,22,7,20,Basic,Quarterly,927,22,0
2479,29,Female,29,14,8,2,Basic,Annual,4003,20,0
2480,20,Male,23,23,7,2,Standard,Annual,1423,24,0
2481,52,Female,28,1,2,22,Standard,Annual,1477,7,0
2482,20,Female,26,29,8,23,Basic,Annual,4074,15,1
2483,31,Female,34,15,10,2,Premium,Monthly,1797,12,1
2484,54,Female,8,28,5,4,Premium,Quarterly,279,15,0
2485,23,Male,35,4,3,27,Premium,Monthly,2015,13,1
2486,34,Male,56,8,10,10,Standard,Quarterly,3360,4,1
2487,32,Female,25,23,9,25,Standard,Monthly,3442,15,1
2488,44,Female,60,6,1,10,Basic,Quarterly,1904,6,0
2489,37,Female,33,12,5,2,Premium,Annual,1152,9,0
2490,59,Female,35,7,3,13,Standard,Quarterly,4213,27,0
2491,60,Female,4,23,4,27,Standard,Monthly,911,25,0
2492,46,Female,60,16,1,26,Standard,Monthly,3479,13,0
2493,31,Male,48,5,7,18,Basic,Annual,4488,8,1
2494,21,Male,27,10,3,19,Basic,Quarterly,3921,7,1
2495,44,Female,31,1,8,0,Premium,Annual,1403,6,1
2496,33,Male,21,27,7,15,Basic,Quarterly,2824,11,0
2497,60,Female,15,21,4,1,Standard,Annual,4511,13,0
2498,45,Female,10,28,7,20,Premium,Quarterly,963,3,1
2499,59,Female,52,7,1,8,Premium,Quarterly,4153,1,0
2500,60,Female,59,3,3,1,Premium,Annual,2888,19,0
2501,33,Male,38,4,2,26,Standard,Quarterly,4955,20,1
2502,36,Female,8,16,7,14,Premium,Monthly,458,6,0
2503,26,Female,51,1,3,23,Basic,Quarterly,3513,12,1
2504,30,Female,8,8,3,13,Basic,Quarterly,884,29,1
2505,27,Male,46,29,9,19,Basic,Annual,5000,23,1
2506,61,Female,9,10,1,30,Basic,Quarterly,571,17,1
2507,53,Female,9,7,6,11,Basic,Annual,213,15,1
2508,56,Male,21,19,5,9,Premium,Annual,4750,16,1
2509,27,Female,24,8,6,6,Premium,Quarterly,4262,27,0
2510,50,Male,10,26,1,4,Standard,Annual,165,13,0
2511,52,Male,47,16,7,15,Premium,Monthly,2316,21,1
2512,28,Female,16,21,10,9,Standard,Quarterly,3380,13,1
2513,65,Female,40,6,2,9,Standard,Annual,3298,26,0
2514,40,Female,17,20,3,28,Basic,Annual,1903,1,1
2515,52,Female,15,9,4,22,Standard,Annual,4608,14,1
2516,42,Female,56,7,6,17,Premium,Annual,2220,15,1
2517,20,Female,23,22,10,28,Premium,Annual,4591,26,1
2518,53,Female,14,5,0,10,Standard,Monthly,4576,27,1
2519,57,Female,6,26,9,6,Standard,Monthly,785,24,1
2520,48,Male,25,19,0,15,Basic,Annual,1149,19,1
2521,49,Female,8,28,3,14,Premium,Monthly,158,7,1
2522,22,Male,16,26,10,6,Premium,Monthly,3191,11,1
2523,60,Male,34,18,1,18,Standard,Quarterly,2767,2,0
2524,18,Female,59,30,10,15,Basic,Annual,4284,18,1
2525,33,Female,30,16,6,22,Standard,Quarterly,2298,19,1
2526,39,Male,37,25,0,29,Standard,Annual,3885,17,0
2527,51,Male,50,11,8,12,Basic,Quarterly,1953,22,1
2528,33,Male,55,14,2,5,Premium,Monthly,2533,23,0
2529,23,Male,16,9,6,25,Standard,Monthly,1656,10,1
2530,21,Female,56,9,4,10,Basic,Monthly,1741,2,1
2531,50,Female,60,18,4,20,Standard,Quarterly,1297,18,1
2532,18,Male,20,12,7,23,Basic,Quarterly,3139,14,0
2533,29,Female,22,10,0,2,Standard,Monthly,4818,9,1
2534,33,Male,34,2,9,18,Basic,Annual,3942,12,0
2535,39,Male,29,17,9,5,Basic,Annual,4313,19,0
2536,48,Male,40,27,0,14,Standard,Monthly,2599,1,0
2537,45,Male,20,5,10,20,Standard,Annual,2612,8,1
2538,53,Female,42,16,2,19,Basic,Annual,3787,3,1
2539,63,Female,56,3,2,2,Basic,Monthly,3296,14,0
2540,32,Male,60,2,6,18,Basic,Quarterly,2273,16,1
2541,59,Female,24,21,10,16,Premium,Monthly,3371,16,1
2542,32,Male,53,14,4,2,Premium,Annual,1847,14,0
2543,43,Female,33,24,9,1,Basic,Monthly,3783,4,1
2544,29,Female,33,2,4,0,Standard,Annual,2973,13,0
2545,37,Male,14,17,10,16,Basic,Annual,1655,6,0
2546,22,Male,18,13,6,12,Standard,Annual,1847,3,1
2547,65,Female,17,23,2,25,Premium,Monthly,1072,20,1
2548,56,Male,21,15,2,21,Premium,Monthly,4415,25,1
2549,21,Male,37,27,6,5,Standard,Quarterly,4078,21,1
2550,32,Male,54,19,7,5,Premium,Monthly,4869,11,1
2551,35,Male,40,29,4,24,Basic,Monthly,2179,27,1
2552,32,Female,46,6,5,2,Premium,Monthly,1929,3,1
2553,27,Male,12,24,0,3,Basic,Monthly,3162,13,0
2554,42,Female,56,1,0,13,Premium,Monthly,2429,13,1
2555,32,Female,23,22,10,1,Premium,Monthly,4493,10,1
2556,28,Male,44,27,2,16,Basic,Annual,3820,15,1
2557,31,Female,44,13,8,13,Standard,Annual,1300,22,1
2558,56,Female,18,4,1,19,Premium,Quarterly,2165,18,1
2559,28,Male,10,20,9,4,Premium,Annual,965,11,1
2560,38,Female,26,5,1,30,Standard,Monthly,4659,15,1
2561,58,Female,51,24,6,9,Basic,Quarterly,1900,1,1
2562,30,Female,55,21,3,19,Basic,Annual,4373,4,0
2563,28,Male,36,12,0,17,Basic,Monthly,2605,4,1
2564,35,Male,22,7,4,6,Standard,Monthly,4787,11,1
2565,24,Male,53,25,6,20,Basic,Quarterly,3622,25,1
2566,31,Male,23,9,6,2,Premium,Quarterly,3770,6,1
2567,18,Male,54,3,10,19,Standard,Monthly,4813,14,1
2568,23,Female,4,1,9,14,Standard,Quarterly,791,15,1
2569,55,Female,20,22,8,20,Basic,Annual,4828,17,1
2570,39,Male,18,5,1,17,Standard,Quarterly,3322,17,1
2571,57,Female,31,13,0,15,Premium,Quarterly,4859,23,0
2572,25,Female,49,15,4,22,Basic,Quarterly,4480,25,1
2573,39,Male,24,2,2,23,Premium,Annual,1280,16,1
2574,49,Male,43,12,1,10,Basic,Monthly,2276,22,1
2575,48,Female,28,12,9,6,Basic,Annual,2446,6,1
2576,27,Female,43,4,0,14,Standard,Monthly,3941,29,1
2577,50,Female,19,5,2,1,Basic,Annual,1243,19,0
2578,36,Female,42,26,2,26,Premium,Quarterly,3348,23,1
2579,43,Male,39,29,6,18,Premium,Quarterly,3766,1,1
2580,63,Male,25,4,7,11,Premium,Quarterly,2111,6,0
2581,42,Female,45,16,1,15,Basic,Monthly,2443,28,0
2582,58,Female,6,22,3,13,Premium,Monthly,785,23,0
2583,58,Female,37,1,3,17,Premium,Annual,2149,23,0
2584,41,Male,2,25,1,25,Basic,Monthly,407,16,1
2585,42,Male,21,20,8,1,Basic,Monthly,3785,9,0
2586,62,Male,6,25,10,2,Basic,Monthly,223,2,1
2587,46,Male,32,5,9,17,Premium,Annual,1587,27,1
2588,40,Female,15,10,4,27,Premium,Annual,1892,23,1
2589,26,Female,15,1,4,14,Basic,Quarterly,3716,16,0
2590,38,Female,23,15,1,7,Premium,Quarterly,3652,6,1
2591,18,Female,11,25,8,2,Basic,Monthly,902,12,0
2592,29,Female,25,21,10,26,Standard,Annual,2139,21,1
2593,24,Female,56,4,2,4,Standard,Annual,1694,3,0
2594,31,Female,15,23,4,2,Basic,Monthly,3605,27,1
2595,19,Male,47,1,5,9,Premium,Annual,4426,25,0
2596,45,Male,15,2,3,26,Basic,Annual,2611,21,1
2597,40,Female,57,16,0,0,Premium,Annual,2883,30,0
2598,37,Male,45,23,10,17,Standard,Quarterly,1033,17,1
2599,21,Male,26,10,1,3,Standard,Annual,4357,17,0
2600,26,Female,34,18,1,1,Standard,Quarterly,4777,30,0
2601,20,Male,43,11,9,5,Premium,Quarterly,3744,12,1
2602,23,Female,37,28,6,10,Standard,Quarterly,4389,16,1
2603,21,Male,59,4,8,12,Premium,Monthly,2813,21,0
2604,22,Female,9,25,0,23,Standard,Quarterly,786,25,0
2605,55,Male,12,18,3,22,Premium,Quarterly,3612,3,1
2606,56,Female,9,29,1,1,Standard,Quarterly,947,20,0
2607,51,Female,9,6,3,20,Premium,Quarterly,234,22,0
2608,21,Female,58,10,5,30,Premium,Monthly,1564,2,1
2609,65,Female,24,17,2,8,Standard,Annual,3126,12,1
2610,40,Male,39,13,6,7,Standard,Quarterly,2085,4,1
2611,18,Male,10,4,2,10,Basic,Monthly,402,23,0
2612,46,Female,30,15,9,24,Basic,Annual,2715,9,1
2613,47,Female,37,10,2,15,Standard,Monthly,3508,5,1
2614,39,Male,38,27,8,13,Basic,Annual,4753,21,1
2615,56,Male,20,26,4,18,Basic,Monthly,2794,24,1
2616,44,Male,53,17,3,27,Standard,Quarterly,1674,25,1
2617,29,Female,60,24,10,17,Premium,Quarterly,4843,13,1
2618,32,Female,50,21,4,0,Basic,Quarterly,3749,26,1
2619,51,Female,9,20,1,8,Premium,Monthly,293,27,1
2620,28,Female,55,6,6,12,Basic,Annual,4234,6,1
2621,25,Female,40,6,6,13,Premium,Monthly,4280,21,0
2622,56,Female,44,23,8,21,Premium,Monthly,2568,21,1
2623,46,Female,15,5,2,22,Premium,Annual,1723,25,1
2624,62,Female,6,2,7,27,Premium,Monthly,148,3,1
2625,50,Male,59,13,0,20,Premium,Annual,4691,11,1
2626,59,Male,17,17,3,10,Standard,Annual,1721,18,0
2627,55,Male,52,28,3,6,Standard,Monthly,1802,29,1
2628,49,Male,42,13,9,10,Basic,Annual,4699,15,1
2629,24,Male,21,8,0,28,Basic,Quarterly,4452,3,1
2630,53,Female,16,14,9,14,Standard,Monthly,4274,21,1
2631,33,Male,3,23,9,14,Premium,Annual,327,7,1
2632,30,Male,38,11,4,29,Basic,Monthly,4330,21,1
2633,29,Female,8,3,4,13,Basic,Quarterly,397,30,0
2634,37,Female,58,28,6,10,Basic,Quarterly,2227,22,1
2635,52,Female,15,18,0,2,Standard,Monthly,4323,8,1
2636,56,Female,39,18,8,4,Basic,Monthly,1822,30,1
2637,38,Male,55,18,2,18,Premium,Monthly,3003,5,1
2638,54,Male,24,12,7,15,Premium,Quarterly,1832,5,1
2639,43,Male,31,27,0,30,Standard,Monthly,3366,18,1
2640,40,Male,9,20,10,22,Premium,Quarterly,953,14,1
2641,54,Female,7,25,4,7,Premium,Annual,411,24,1
2642,63,Male,4,10,6,4,Premium,Quarterly,651,3,0
2643,56,Female,57,28,1,30,Basic,Monthly,3717,30,1
2644,35,Female,41,8,2,30,Standard,Monthly,3737,6,1
2645,63,Female,40,12,1,5,Standard,Monthly,4319,6,1
2646,53,Male,33,14,1,22,Premium,Quarterly,1607,8,1
2647,57,Male,50,4,4,22,Standard,Monthly,4537,29,1
2648,40,Male,18,12,7,17,Standard,Monthly,3566,27,1
2649,32,Female,50,14,1,30,Premium,Monthly,2555,25,0
2650,22,Female,14,30,10,18,Basic,Monthly,4436,26,0
2651,39,Male,53,28,6,29,Basic,Monthly,1968,14,1
2652,41,Male,32,5,2,11,Premium,Annual,3680,30,0
2653,45,Male,49,3,6,22,Basic,Annual,4296,19,1
2654,45,Female,37,17,8,9,Standard,Annual,3981,3,1
2655,42,Female,26,16,2,15,Standard,Quarterly,2635,24,0
2656,29,Female,24,10,3,9,Premium,Annual,1039,3,0
2657,22,Female,47,8,10,24,Premium,Monthly,2809,28,0
2658,20,Female,1,12,4,16,Basic,Monthly,790,29,1
2659,62,Male,53,1,5,6,Standard,Annual,1551,30,0
2660,23,Male,3,3,0,1,Standard,Quarterly,126,25,0
2661,51,Female,16,14,8,14,Standard,Quarterly,2307,12,0
2662,41,Female,45,12,8,6,Premium,Quarterly,2209,2,0
2663,62,Female,7,23,2,16,Premium,Quarterly,912,30,1
2664,35,Female,2,26,2,5,Basic,Monthly,966,20,1
2665,56,Male,32,11,6,24,Basic,Monthly,1421,28,0
2666,61,Male,35,27,0,15,Standard,Annual,4736,4,0
2667,65,Female,53,29,1,17,Premium,Monthly,3833,5,1
2668,65,Male,44,20,9,2,Standard,Quarterly,1532,13,1
2669,24,Male,38,7,0,14,Premium,Annual,4891,23,0
2670,27,Female,14,18,6,13,Premium,Quarterly,4087,29,1
2671,28,Male,16,26,8,28,Premium,Monthly,3081,19,0
2672,38,Male,7,14,1,16,Basic,Annual,305,11,0
2673,64,Male,40,20,4,26,Basic,Monthly,1410,24,1
2674,55,Female,8,29,6,12,Premium,Monthly,255,22,0
2675,39,Female,9,12,8,22,Premium,Monthly,470,8,0
2676,49,Male,29,7,8,20,Basic,Annual,2490,12,1
2677,54,Female,55,29,4,17,Premium,Annual,4881,15,1
2678,30,Female,5,29,5,11,Standard,Annual,787,15,0
2679,50,Female,20,10,5,10,Basic,Monthly,3430,8,1
2680,31,Male,17,27,8,30,Standard,Monthly,1915,6,0
2681,65,Female,57,8,6,14,Standard,Quarterly,3926,17,0
2682,59,Male,38,7,8,8,Basic,Annual,4276,23,0
2683,53,Male,11,7,6,1,Basic,Quarterly,263,4,1
2684,25,Female,5,9,8,8,Standard,Quarterly,104,23,0
2685,58,Male,44,4,2,27,Basic,Quarterly,2628,11,0
2686,59,Male,42,27,7,4,Premium,Monthly,4386,5,1
2687,49,Female,21,21,1,2,Premium,Quarterly,1849,2,0
2688,46,Female,59,14,8,11,Standard,Quarterly,1463,23,1
2689,51,Male,47,22,5,12,Basic,Annual,3413,11,0
2690,61,Female,33,17,9,16,Premium,Monthly,4613,2,0
2691,20,Male,24,12,4,18,Basic,Annual,2049,9,1
2692,41,Male,24,21,7,26,Basic,Annual,2881,13,1
2693,55,Female,6,21,0,4,Premium,Quarterly,119,27,0
2694,60,Male,6,10,6,28,Standard,Monthly,383,27,1
2695,63,Male,31,27,6,7,Premium,Quarterly,3983,6,0
2696,19,Male,7,23,0,9,Premium,Monthly,529,9,1
2697,20,Male,38,12,2,9,Basic,Monthly,2808,15,1
2698,62,Female,46,19,10,4,Basic,Monthly,2608,21,0
2699,52,Female,47,28,9,7,Basic,Quarterly,4609,10,1
2700,33,Female,54,11,2,0,Basic,Monthly,1792,29,0
2701,38,Male,21,6,0,25,Standard,Annual,3968,14,0
2702,20,Male,18,14,3,24,Premium,Monthly,3477,2,1
2703,37,Male,1,26,2,14,Basic,Annual,413,7,0
2704,64,Female,15,24,8,4,Premium,Monthly,1591,8,1
2705,55,Female,26,2,3,30,Standard,Quarterly,1197,1,0
2706,63,Male,49,17,4,14,Premium,Annual,2460,9,0
2707,55,Female,7,8,4,8,Premium,Monthly,221,24,0
2708,58,Male,54,10,3,1,Standard,Annual,4945,17,0
2709,56,Male,38,11,4,13,Standard,Quarterly,4039,8,0
2710,26,Male,41,27,6,7,Premium,Monthly,3926,29,1
2711,55,Male,45,1,7,30,Standard,Quarterly,1342,10,1
2712,40,Female,48,17,7,11,Standard,Monthly,4499,26,0
2713,42,Male,39,21,6,8,Basic,Quarterly,4908,23,1
2714,52,Female,5,10,0,22,Standard,Annual,539,10,0
2715,22,Female,28,26,5,29,Premium,Quarterly,1909,4,1
2716,64,Male,57,30,8,7,Standard,Quarterly,2185,20,0
2717,51,Female,28,18,6,16,Premium,Quarterly,4912,24,1
2718,42,Female,32,14,7,18,Standard,Monthly,1692,6,1
2719,63,Male,27,8,4,8,Basic,Annual,1604,2,0
2720,46,Male,11,28,0,0,Premium,Annual,929,8,0
2721,20,Female,10,26,3,2,Standard,Quarterly,127,9,0
2722,54,Female,10,27,3,13,Standard,Monthly,183,30,1
2723,65,Female,17,30,10,3,Premium,Quarterly,2793,2,1
2724,60,Male,1,2,0,1,Standard,Annual,555,14,0
2725,23,Female,39,16,10,11,Standard,Quarterly,4413,1,1
2726,31,Female,42,29,6,20,Basic,Annual,1404,28,1
2727,47,Male,17,27,9,3,Premium,Monthly,4318,20,0
2728,26,Male,24,3,9,12,Standard,Annual,1454,4,1
2729,48,Male,25,12,9,4,Standard,Quarterly,2852,1,1
2730,29,Female,43,23,6,15,Basic,Quarterly,1704,23,1
2731,26,Male,28,9,1,29,Premium,Monthly,4901,18,1
2732,52,Female,33,15,9,1,Standard,Monthly,1098,21,1
2733,30,Male,42,5,4,19,Premium,Monthly,2819,6,1
2734,31,Male,34,27,10,10,Standard,Quarterly,4787,18,1
2735,59,Male,26,15,8,26,Premium,Annual,4602,15,1
2736,61,Male,23,29,7,12,Basic,Monthly,4092,2,0
2737,18,Female,8,15,7,11,Basic,Monthly,148,17,1
2738,53,Female,51,23,2,21,Basic,Quarterly,1680,25,1
2739,18,Male,51,7,6,24,Premium,Monthly,2582,25,1
2740,30,Female,27,26,1,23,Premium,Quarterly,3035,18,0
2741,18,Female,35,28,7,19,Premium,Monthly,4615,23,1
2742,25,Female,55,21,1,28,Premium,Annual,2081,1,1
2743,28,Male,58,7,7,7,Basic,Monthly,1079,1,1
2744,55,Female,8,10,8,26,Basic,Monthly,672,17,1
2745,55,Female,15,1,0,19,Basic,Monthly,1133,14,0
2746,57,Female,20,26,5,27,Premium,Quarterly,4761,19,1
2747,58,Female,23,12,8,7,Standard,Annual,4042,23,1
2748,44,Female,17,8,10,7,Basic,Monthly,1172,2,1
2749,62,Female,50,11,10,14,Basic,Annual,4103,13,1
2750,28,Female,39,19,7,28,Premium,Annual,2601,8,1
2751,23,Male,25,3,4,2,Standard,Quarterly,4991,9,0
2752,64,Female,56,23,7,12,Standard,Monthly,2042,27,1
2753,27,Female,57,28,2,5,Basic,Annual,4693,8,0
2754,39,Male,46,21,6,11,Standard,Monthly,2114,20,1
2755,20,Female,16,23,1,6,Basic,Monthly,2592,24,1
2756,26,Female,14,7,1,12,Standard,Monthly,3383,29,1
2757,56,Male,29,11,9,26,Premium,Monthly,2353,5,1
2758,45,Female,5,15,0,30,Premium,Monthly,145,9,1
2759,51,Female,6,18,4,10,Basic,Monthly,406,8,1
2760,24,Male,41,16,0,23,Standard,Monthly,2052,24,1
2761,24,Male,3,5,7,6,Standard,Annual,150,3,1
2762,36,Female,16,23,9,25,Standard,Quarterly,2823,15,0
2763,55,Male,18,12,9,29,Basic,Monthly,3563,13,1
2764,29,Male,4,1,4,23,Basic,Annual,662,14,0
2765,57,Female,24,22,9,11,Premium,Monthly,1626,18,1
2766,62,Male,17,10,3,14,Premium,Monthly,3750,29,1
2767,45,Female,52,20,3,22,Basic,Quarterly,2189,20,1
2768,39,Male,36,3,9,14,Premium,Quarterly,3888,14,1
2769,31,Male,51,16,7,27,Standard,Quarterly,3555,30,1
2770,29,Female,56,8,9,22,Basic,Quarterly,2746,27,1
2771,34,Female,38,17,3,19,Standard,Annual,1746,7,1
2772,51,Female,16,6,0,15,Standard,Annual,2108,20,0
2773,28,Female,39,23,5,21,Standard,Quarterly,3454,23,1
2774,38,Male,18,4,7,16,Standard,Monthly,3330,9,0
2775,54,Male,34,8,9,18,Standard,Quarterly,2584,16,1
2776,57,Female,29,8,8,27,Premium,Annual,2214,17,0
2777,53,Male,32,11,0,10,Standard,Annual,3043,4,0
2778,24,Male,57,10,0,22,Basic,Annual,3304,10,1
2779,34,Female,58,11,4,9,Standard,Quarterly,4165,30,0
2780,64,Male,7,12,2,25,Basic,Annual,527,15,1
2781,36,Female,19,9,8,5,Standard,Monthly,1500,17,1
2782,34,Male,35,9,10,21,Standard,Monthly,2238,9,1
2783,63,Female,37,1,6,19,Premium,Annual,2370,16,1
2784,57,Male,35,22,9,24,Standard,Annual,4392,20,0
2785,62,Female,50,24,2,2,Standard,Annual,2426,17,0
2786,18,Female,6,19,1,2,Standard,Quarterly,845,1,0
2787,60,Female,43,26,3,5,Standard,Monthly,1895,30,1
2788,48,Male,36,27,10,26,Premium,Quarterly,2923,24,0
2789,65,Female,29,19,9,7,Basic,Annual,3269,25,1
2790,51,Male,1,19,0,10,Premium,Annual,488,17,1
2791,48,Female,25,14,1,15,Basic,Quarterly,1643,2,0
2792,34,Female,22,12,2,24,Premium,Monthly,4923,7,0
2793,40,Male,29,11,8,7,Standard,Quarterly,2425,6,1
2794,37,Female,9,24,0,28,Standard,Annual,211,10,0
2795,31,Female,28,26,8,23,Basic,Monthly,1460,10,1
